name_user,reason_ban,time_ban
QEE09K0T,G7Y7XDQ6DF,859171533000
ST7ZOS,S817ETUVK,61721983000
V0RUEP35,CN,11295992000
8838Y,K8II708L,1075894284000
KNAPJ7,OFAS4KQZU1,302593769000
S73BC,J,1818138057000
SINWNZ,O06KM43L,647507016000
RLF01R8,MC4J5SIN,1425423450000
U,87WNYS9V,1386907569000
SAJI,QMVRB,600103718000
SYLW,C1ENC37F,1210752880000
U8P8D72A,NE2Z,1094529174000
JEYRTSX,8,197665803000
0LGEVAXB6,SMT,156687066000
9S7Y053KT,C6FKHY,368349835000
IR8,Y,1562422555000
ILPPSR3IKY,9M5,228281947000
HLN,KHL,1750696650000
TAI,3,311755315000
BW,7SSDSGK,749220435000
6YTAMJB03P,3E9YDFO1,1573014711000
43N73VO0,XY1KJRIX2O,1814769058000
